"28;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";289;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"28;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";262;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"32;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";52;5;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"26;""management"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";517;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"28;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""jul"";""tue"";71;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"28;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";554;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"28;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""tue"";96;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"28;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";59;1;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"44;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";228;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"31;""self-employed"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""tue"";242;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
"57;""admin."";""married"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""jul"";""tue"";150;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.962;5228.1;""no"""
