"31;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""jul"";""fri"";255;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"53;""management"";""married"";""basic.9y"";""unknown"";""yes"";""yes"";""cellular"";""jul"";""fri"";1041;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""yes"""
"35;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""fri"";324;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"29;""services"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""jul"";""fri"";1389;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"31;""admin."";""single"";""high.school"";""unknown"";""no"";""no"";""telephone"";""jul"";""fri"";61;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"25;""unemployed"";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""jul"";""fri"";120;10;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"35;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""jul"";""fri"";213;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"45;""management"";""married"";""unknown"";""no"";""yes"";""no"";""cellular"";""jul"";""fri"";121;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"45;""blue-collar"";""married"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""jul"";""fri"";636;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"30;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""jul"";""fri"";80;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"28;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""jul"";""fri"";330;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"40;""technician"";""single"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""jul"";""fri"";919;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"38;""technician"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""jul"";""fri"";210;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"46;""admin."";""married"";""university.degree"";""unknown"";""no"";""yes"";""cellular"";""jul"";""fri"";71;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
"50;""admin."";""divorced"";""basic.9y"";""no"";""no"";""no"";""cellular"";""jul"";""fri"";452;2;999;0;""nonexistent"";1.4;93.918;-42.7;4.963;5228.1;""no"""
