"44;""admin."";""married"";""unknown"";""no"";""no"";""no"";""cellular"";""apr"";""wed"";251;4;999;1;""failure"";-1.8;93.075;-47.1;1.498;5099.1;""no"""
"32;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""apr"";""wed"";625;2;999;0;""nonexistent"";-1.8;93.075;-47.1;1.498;5099.1;""no"""
"56;""entrepreneur"";""divorced"";""university.degree"";""no"";""unknown"";""unknown"";""cellular"";""apr"";""wed"";121;2;999;1;""failure"";-1.8;93.075;-47.1;1.498;5099.1;""no"""
"43;""self-employed"";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""apr"";""wed"";253;2;999;0;""nonexistent"";-1.8;93.075;-47.1;1.498;5099.1;""no"""
"20;""student"";""single"";""unknown"";""no"";""yes"";""no"";""cellular"";""apr"";""wed"";184;4;999;0;""nonexistent"";-1.8;93.075;-47.1;1.498;5099.1;""yes"""
"63;""retired"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""apr"";""wed"";74;3;999;0;""nonexistent"";-1.8;93.075;-47.1;1.498;5099.1;""no"""
"34;""admin."";""single"";""university.degree"";""no"";""no"";""yes"";""cellular"";""apr"";""wed"";203;2;999;0;""nonexistent"";-1.8;93.075;-47.1;1.498;5099.1;""no"""
"31;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""apr"";""wed"";647;2;999;0;""nonexistent"";-1.8;93.075;-47.1;1.498;5099.1;""no"""
"30;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""apr"";""thu"";80;3;999;0;""nonexistent"";-1.8;93.075;-47.1;1.483;5099.1;""no"""
"30;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""apr"";""thu"";739;2;999;0;""nonexistent"";-1.8;93.075;-47.1;1.483;5099.1;""yes"""
"54;""blue-collar"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""apr"";""thu"";173;2;999;0;""nonexistent"";-1.8;93.075;-47.1;1.483;5099.1;""no"""
"54;""blue-collar"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""apr"";""thu"";2870;2;999;0;""nonexistent"";-1.8;93.075;-47.1;1.483;5099.1;""no"""
"30;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""apr"";""thu"";90;1;999;0;""nonexistent"";-1.8;93.075;-47.1;1.483;5099.1;""no"""
"38;""admin."";""divorced"";""basic.6y"";""unknown"";""yes"";""no"";""cellular"";""apr"";""thu"";926;1;999;1;""failure"";-1.8;93.075;-47.1;1.483;5099.1;""no"""
"30;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""apr"";""thu"";82;6;999;0;""nonexistent"";-1.8;93.075;-47.1;1.483;5099.1;""no"""
