"50;""entrepreneur"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""nov"";""tue"";2;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"30;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";288;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"35;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";220;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"32;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";77;2;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"52;""management"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";97;3;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"51;""admin."";""married"";""high.school"";""no"";""no"";""yes"";""cellular"";""nov"";""tue"";118;2;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"46;""technician"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";530;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"32;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";118;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"53;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";69;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"32;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";91;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"35;""management"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";52;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"46;""technician"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";226;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"53;""admin."";""divorced"";""university.degree"";""no"";""no"";""yes"";""cellular"";""nov"";""tue"";172;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"34;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";78;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"38;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";90;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"33;""technician"";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";70;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"46;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""nov"";""tue"";103;2;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"37;""entrepreneur"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";199;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"40;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";110;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"30;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";92;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"29;""technician"";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""nov"";""tue"";206;2;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"46;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";91;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"57;""self-employed"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";48;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"34;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";131;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"45;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";79;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"41;""self-employed"";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";349;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"30;""management"";""single"";""high.school"";""no"";""no"";""yes"";""cellular"";""nov"";""tue"";322;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"56;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";125;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"33;""services"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";105;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"39;""management"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";328;2;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"38;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";67;2;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"54;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";432;2;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"38;""entrepreneur"";""married"";""basic.4y"";""no"";""yes"";""yes"";""cellular"";""nov"";""tue"";224;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"31;""management"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";74;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"50;""housemaid"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";109;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"32;""technician"";""single"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""nov"";""tue"";89;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"56;""admin."";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";124;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"33;""technician"";""single"";""basic.9y"";""no"";""no"";""no"";""telephone"";""nov"";""tue"";117;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"31;""services"";""divorced"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";61;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"58;""retired"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""tue"";191;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"33;""admin."";""single"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""nov"";""tue"";215;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"31;""services"";""divorced"";""professional.course"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";68;1;999;1;""failure"";-0.1;93.2;-42;4.153;5195.8;""no"""
"31;""technician"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""tue"";90;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"31;""technician"";""married"";""high.school"";""no"";""no"";""yes"";""cellular"";""nov"";""tue"";67;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
"34;""self-employed"";""married"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""nov"";""tue"";37;1;999;0;""nonexistent"";-0.1;93.2;-42;4.153;5195.8;""no"""
