"49;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";47;1;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"53;""blue-collar"";""divorced"";""basic.9y"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";625;1;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"31;""services"";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""nov"";""wed"";88;1;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"51;""unemployed"";""divorced"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""nov"";""wed"";120;2;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"34;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";89;3;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"35;""admin."";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";616;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"35;""entrepreneur"";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";56;4;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"42;""self-employed"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";238;4;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"31;""entrepreneur"";""married"";""high.school"";""no"";""yes"";""yes"";""cellular"";""nov"";""wed"";112;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"43;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";748;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"37;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";184;4;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"37;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""nov"";""wed"";202;2;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"35;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";273;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"38;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";223;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"43;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";382;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"32;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";278;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"42;""technician"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";294;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"52;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";783;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""yes"""
"31;""admin."";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";1662;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"38;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";79;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"36;""entrepreneur"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";115;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"33;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";101;2;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"55;""management"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";223;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"42;""management"";""married"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""nov"";""wed"";126;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"43;""management"";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""nov"";""wed"";73;2;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"32;""management"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";163;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"36;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";299;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"30;""blue-collar"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";107;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"45;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";70;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"41;""admin."";""divorced"";""basic.9y"";""no"";""unknown"";""unknown"";""cellular"";""nov"";""wed"";258;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"36;""entrepreneur"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";1120;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""yes"""
"46;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";223;4;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"35;""technician"";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""nov"";""wed"";184;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"33;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";523;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"31;""technician"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";77;4;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"54;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";252;2;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
"40;""blue-collar"";""married"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""nov"";""wed"";104;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"38;""technician"";""married"";""professional.course"";""unknown"";""yes"";""no"";""cellular"";""nov"";""wed"";433;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"51;""management"";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""nov"";""wed"";178;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"34;""services"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";174;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"46;""technician"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";354;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"40;""technician"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";231;4;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"30;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""nov"";""wed"";757;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""yes"""
"35;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";130;3;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"46;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";111;2;999;0;""nonexistent"";-0.1;93.2;-42;4.12;5195.8;""no"""
"52;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""wed"";130;2;999;1;""failure"";-0.1;93.2;-42;4.12;5195.8;""no"""
